SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,effort,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.562205399,47,0,"(0.00367, 0.00468]",5300.0,6,0,1,0,3.0
0,0.25454909,60,0,"(0.00287, 0.00367]",5417.0,4,0,1,0,0.0
0,0.017269587,21,0,"(0.00649, 0.04]",0.0,2,0,0,0,0.0
0,0.034098295,86,0,"(0.00649, 0.04]",2548.0,11,0,1,0,0.0
0,0.014006834,25,0,"(-0.001, 0.000309]",9000.0,20,0,0,0,0.0
0,0.252043489,46,0,"(0.00134, 0.00214]",4166.0,3,0,0,0,0.0
1,0.120240237,43,0,"(0.00468, 0.00649]",4100.0,16,1,1,0,3.0
0,0.966414062,47,0,"(0.04, 12.67]",2500.0,9,0,4,0,1.0
0,0.8318613559999999,30,0,"(0.00134, 0.00214]",1900.0,5,0,0,0,0.0
0,0.092283078,37,0,"(0.000309, 0.00134]",9583.0,5,0,2,0,3.0
0,0.214315187,46,0,"(0.00134, 0.00214]",8890.0,7,0,1,0,3.0
0,0.018766344,33,0,"(0.00367, 0.00468]",2050.0,8,0,0,1,1.0
0,0.1031864,75,0,"(0.00134, 0.00214]",14166.0,5,0,2,0,0.0
0,0.029924252,48,0,"(-0.001, 0.000309]",2916.0,5,0,0,0,0.0
0,0.0048704740000000005,54,0,"(0.00214, 0.00287]",7500.0,8,0,1,0,0.0
0,1.016596681,42,2,"(0.00649, 0.04]",4900.0,4,0,2,0,0.0
0,0.53600265,50,0,"(0.00468, 0.00649]",3759.0,8,0,2,0,1.0
0,0.030131608,58,0,"(0.00367, 0.00468]",6333.0,16,0,4,0,0.0
0,0.21742443,66,0,"(0.00214, 0.00287]",5833.0,12,0,0,0,1.0
0,0.341487881,58,0,"(0.00367, 0.00468]",9541.0,14,0,1,0,0.0
0,0.112220051,62,0,"(0.00214, 0.00287]",9318.0,12,0,2,0,0.0
1,0.863348517,39,0,"(0.00367, 0.00468]",5920.0,12,0,1,0,3.0
0,0.002277715,54,0,"(0.00367, 0.00468]",5810.0,8,0,1,0,2.0
0,0.181718678,39,0,"(0.00214, 0.00287]",6500.0,6,0,1,0,2.0
0,0.9999999,41,2,"(0.00214, 0.00287]",3190.0,7,0,1,0,0.0
0,0.9999999,79,0,"(-0.001, 0.000309]",4583.0,1,0,0,0,0.0
0,0.439803549,28,0,"(0.000309, 0.00134]",4500.0,4,0,0,0,0.0
0,0.369184806,58,0,"(0.00468, 0.00649]",5100.0,14,0,2,0,1.0
1,0.796884068,46,1,"(0.00214, 0.00287]",8700.0,14,1,2,1,0.0
0,0.0,50,1,"(0.00214, 0.00287]",17500.0,15,0,3,0,1.0
0,0.014429046,37,0,"(0.00287, 0.00367]",3471.0,4,0,1,0,0.0
0,0.151942111,74,0,"(0.000309, 0.00134]",12083.0,22,0,0,0,0.0
0,0.399520096,50,0,"(0.00649, 0.04]",1877.0,12,0,1,0,0.0
0,0.717864453,53,0,"(0.00649, 0.04]",4378.0,11,0,2,0,1.0
1,0.974301285,44,1,"(0.00287, 0.00367]",8000.0,8,0,1,0,0.0
0,0.112456869,37,1,"(0.00649, 0.04]",3000.0,10,0,1,0,0.0
0,0.010511868,83,0,"(-0.001, 0.000309]",4000.0,7,0,0,0,0.0
0,0.9999999,50,0,"(0.00468, 0.00649]",1342.0,2,0,1,0,0.0
0,0.279082974,55,0,"(0.00468, 0.00649]",6750.0,8,0,1,0,2.0
0,0.034247393,43,0,"(0.00134, 0.00214]",5300.0,10,0,1,0,1.0
0,0.030770192,40,0,"(0.00468, 0.00649]",3000.0,6,0,1,0,0.0
0,0.926919473,66,1,"(0.00649, 0.04]",5701.0,17,0,0,0,0.0
0,0.9999999,48,0,"(0.00287, 0.00367]",8400.0,6,0,3,0,1.0
0,0.224467595,47,0,"(0.00367, 0.00468]",9000.0,9,0,3,0,1.0
0,0.183285775,76,0,"(0.00468, 0.00649]",3333.0,10,0,2,0,0.0
0,0.052947642,53,0,"(0.00134, 0.00214]",4116.0,7,0,0,0,0.0
0,0.98890771,49,0,"(0.00468, 0.00649]",4291.0,4,0,0,0,1.0
0,0.291664752,54,0,"(0.00367, 0.00468]",8500.0,8,0,2,0,2.0
0,0.402352797,40,0,"(0.00287, 0.00367]",12800.0,18,0,1,0,1.0
1,0.290054112,72,2,"(0.00649, 0.04]",4666.0,11,0,3,0,0.0
0,0.9999999,50,0,"(-0.001, 0.000309]",3083.0,0,0,0,0,0.0
0,0.161089714,49,0,"(0.00468, 0.00649]",6066.0,13,0,1,0,1.0
0,0.590696985,48,0,"(0.000309, 0.00134]",6939.0,7,0,0,0,3.0
0,0.9999999,50,0,"(0.00468, 0.00649]",2480.0,3,0,1,1,2.0
0,0.431853979,55,0,"(0.00214, 0.00287]",15642.0,10,0,1,0,5.0
0,0.145428411,43,0,"(0.00134, 0.00214]",2300.0,5,0,0,0,3.0
0,0.273736582,66,0,"(0.00367, 0.00468]",6818.0,14,0,3,0,0.0
0,0.224079782,29,0,"(0.00134, 0.00214]",3154.0,8,0,0,0,1.0
0,0.054601234000000005,56,0,"(0.00134, 0.00214]",6100.0,9,0,2,0,1.0
0,0.081682101,41,2,"(0.00214, 0.00287]",8950.0,12,1,1,2,1.0
0,0.0,33,0,"(0.00287, 0.00367]",8000.0,7,0,1,0,2.0
0,0.244731835,44,0,"(0.00367, 0.00468]",10833.0,10,0,3,0,1.0
0,0.228844066,41,0,"(0.00287, 0.00367]",6500.0,6,0,1,0,4.0
0,0.401077985,42,0,"(0.00367, 0.00468]",4300.0,15,0,0,0,0.0
0,0.06883103900000001,51,0,"(0.000309, 0.00134]",5800.0,2,0,1,0,1.0
0,0.13176422599999998,35,0,"(-0.001, 0.000309]",5900.0,4,0,0,0,1.0
0,0.015357559,53,0,"(0.00134, 0.00214]",6000.0,28,0,0,0,4.0
0,0.01779937,65,0,"(-0.001, 0.000309]",3321.0,9,0,0,0,1.0
0,0.437447082,36,0,"(0.00134, 0.00214]",6666.0,10,0,0,0,0.0
0,0.249783067,31,0,"(0.00468, 0.00649]",3000.0,10,0,1,0,0.0
0,0.215571257,25,0,"(0.00649, 0.04]",764.0,6,0,0,0,0.0
0,0.123225283,49,0,"(-0.001, 0.000309]",10000.0,10,0,0,0,0.0
0,0.9999999,29,0,"(0.00134, 0.00214]",2300.0,2,0,0,0,4.0
0,0.014480985,78,0,"(-0.001, 0.000309]",10177.0,7,0,0,0,0.0
0,0.715749196,51,0,"(0.00649, 0.04]",6000.0,18,0,2,0,0.0
0,0.9999999,27,0,"(0.000309, 0.00134]",4800.0,0,1,0,0,0.0
0,0.8234663870000001,56,0,"(0.00287, 0.00367]",21000.0,11,0,1,0,1.0
0,0.055865251,71,0,"(0.000309, 0.00134]",11500.0,8,0,0,0,0.0
0,1.059988002,66,2,"(0.00367, 0.00468]",1614.0,9,0,0,0,0.0
0,0.064835195,56,2,"(0.00134, 0.00214]",8166.0,10,0,1,0,0.0
0,0.9999999,44,1,"(0.000309, 0.00134]",4333.0,1,1,0,0,2.0
0,0.41328408,59,0,"(0.00468, 0.00649]",6650.0,9,0,3,0,0.0
0,0.8676219959999999,36,0,"(0.00367, 0.00468]",4931.0,12,0,0,0,2.0
0,0.02043702,64,0,"(0.00287, 0.00367]",6000.0,11,0,1,0,2.0
0,0.063283737,65,0,"(0.00649, 0.04]",3525.0,10,0,1,0,0.0
0,0.23987724,27,0,"(0.00134, 0.00214]",2769.0,5,0,0,0,0.0
0,0.283006889,53,0,"(0.00367, 0.00468]",6250.0,7,0,2,0,3.0
0,0.0,65,0,"(0.00367, 0.00468]",5400.0,15,0,2,0,0.0
1,0.8086847070000001,49,3,"(0.00649, 0.04]",2083.0,12,0,1,1,0.0
0,0.122375525,42,0,"(-0.001, 0.000309]",5167.0,2,0,0,0,1.0
0,452.0,44,0,"(0.00649, 0.04]",2000.0,10,0,1,0,1.0
0,0.200097219,32,0,"(0.00649, 0.04]",3666.0,7,0,1,0,0.0
0,0.210225152,63,0,"(0.00468, 0.00649]",5083.0,9,0,2,0,0.0
0,0.009111044,78,0,"(-0.001, 0.000309]",6200.0,10,0,0,0,0.0
0,0.321278956,53,0,"(0.00649, 0.04]",5500.0,16,0,2,0,4.0
0,0.870283962,45,0,"(0.00367, 0.00468]",8000.0,8,0,2,0,0.0
0,0.02319884,49,0,"(0.000309, 0.00134]",19300.0,3,0,1,0,2.0
0,0.591141082,57,1,"(0.00468, 0.00649]",8083.0,11,0,2,0,0.0
1,0.016353693,73,0,"(-0.001, 0.000309]",3333.0,8,0,0,0,0.0
0,0.033327779,48,0,"(0.00468, 0.00649]",7306.0,6,0,1,0,0.0
0,0.032864476000000004,57,0,"(-0.001, 0.000309]",4753.0,1,0,0,0,0.0
0,0.743170386,56,0,"(0.00287, 0.00367]",6400.0,7,0,1,0,1.0
0,0.121561426,52,0,"(0.00468, 0.00649]",4298.0,17,0,2,0,0.0
0,0.028097572,62,0,"(0.000309, 0.00134]",8292.0,10,0,0,0,0.0
0,0.027881093,70,0,"(0.00367, 0.00468]",3234.0,17,0,1,0,1.0
0,0.033944204,57,0,"(0.00468, 0.00649]",8583.0,24,0,2,0,1.0
0,0.037273952,63,0,"(0.00649, 0.04]",1805.0,8,0,1,0,0.0
0,0.306836896,44,0,"(12.67, 3296.64]",0.0,12,0,2,0,0.0
0,0.055588063,44,0,"(0.00134, 0.00214]",12000.0,14,0,1,0,0.0
0,0.0,53,0,"(0.00367, 0.00468]",8800.0,14,0,3,0,0.0
0,0.148173089,41,0,"(0.000309, 0.00134]",14015.0,8,0,2,0,1.0
0,0.658498803,35,0,"(0.00367, 0.00468]",6480.0,10,1,1,0,0.0
0,0.115441465,55,0,"(0.00214, 0.00287]",5500.0,12,0,1,0,1.0
0,0.177474066,74,0,"(0.00134, 0.00214]",3800.0,12,0,0,0,0.0
0,0.376910337,72,0,"(0.00649, 0.04]",1111.0,11,0,1,0,0.0
0,0.033628804,88,0,"(0.00367, 0.00468]",3000.0,9,0,1,0,0.0
0,0.08759781,78,0,"(0.000309, 0.00134]",1300.0,9,0,0,0,0.0
0,0.070453117,28,0,"(0.00134, 0.00214]",1600.0,3,0,0,0,0.0
0,0.08842193599999999,45,0,"(0.00468, 0.00649]",9550.0,18,0,3,0,0.0
0,0.035738708,70,0,"(0.00287, 0.00367]",2400.0,29,0,0,0,0.0
0,0.015069998,54,2,"(0.00134, 0.00214]",11850.0,7,0,2,2,0.0
0,0.158971961,51,0,"(0.00649, 0.04]",7333.0,16,0,2,0,0.0
0,0.360425016,63,0,"(0.00287, 0.00367]",5999.0,15,0,0,0,0.0
0,0.98828683,46,0,"(0.00468, 0.00649]",3000.0,9,0,2,0,1.0
0,0.545152869,39,0,"(0.000309, 0.00134]",4200.0,4,0,0,0,0.0
0,0.014999605,42,0,"(0.00134, 0.00214]",10000.0,7,0,1,1,1.0
0,0.0,94,0,"(-0.001, 0.000309]",3000.0,5,0,0,0,0.0
0,0.0,71,2,"(0.00367, 0.00468]",5500.0,11,0,2,0,0.0
0,1.039196864,38,0,"(0.00287, 0.00367]",5800.0,7,0,0,0,0.0
0,0.03352859,66,0,"(-0.001, 0.000309]",7468.0,4,0,0,0,0.0
0,0.005656631999999999,61,0,"(0.00367, 0.00468]",5500.0,15,0,1,0,0.0
0,0.01375945,70,0,"(-0.001, 0.000309]",12900.0,2,0,0,0,0.0
0,0.377927934,50,1,"(0.00287, 0.00367]",4533.0,12,0,0,0,3.0
0,0.222120469,49,0,"(0.00214, 0.00287]",7350.0,7,1,1,0,3.0
0,0.020827976,46,0,"(-0.001, 0.000309]",10220.0,2,0,0,0,1.0
0,0.317361377,63,0,"(0.00214, 0.00287]",18000.0,10,0,1,0,1.0
0,0.015863871,34,0,"(0.00287, 0.00367]",12166.0,11,0,1,0,0.0
0,0.0,43,0,"(0.00134, 0.00214]",26000.0,6,0,1,0,3.0
0,0.496866189,47,0,"(0.00367, 0.00468]",8600.0,18,0,1,0,3.0
0,0.634670666,34,0,"(0.000309, 0.00134]",1780.0,1,0,0,0,0.0
0,0.29529687600000004,31,3,"(0.00468, 0.00649]",3000.0,10,0,1,0,0.0
0,0.00689931,48,0,"(-0.001, 0.000309]",150000.0,8,0,0,0,4.0
0,0.001480292,80,0,"(-0.001, 0.000309]",3441.0,13,0,0,0,0.0
0,0.021967679,64,0,"(0.00134, 0.00214]",7077.0,16,0,2,0,0.0
0,0.029992107,24,0,"(0.000309, 0.00134]",2961.0,4,0,0,0,0.0
0,0.045853743,49,0,"(0.00649, 0.04]",7666.0,12,0,2,0,0.0
0,0.9999999,57,5,"(0.00287, 0.00367]",2260.0,6,1,0,2,0.0
0,0.30217841100000004,59,3,"(0.00468, 0.00649]",8617.0,18,0,3,2,1.0
0,0.019933115,49,0,"(0.00214, 0.00287]",7535.0,14,1,2,0,1.0
0,0.488364463,39,0,"(0.00468, 0.00649]",6510.0,15,0,2,0,2.0
0,0.597278264,59,0,"(0.00649, 0.04]",3931.0,14,0,1,0,0.0
0,0.9999999,44,0,"(0.00134, 0.00214]",2500.0,1,0,0,0,3.0
0,0.035697217,39,0,"(0.00134, 0.00214]",11726.0,9,0,1,0,2.0
0,0.085309168,72,0,"(0.00367, 0.00468]",4500.0,11,0,2,0,0.0
0,0.099508616,58,0,"(0.00468, 0.00649]",8124.0,14,0,4,0,0.0
1,0.9999999,41,0,"(0.00468, 0.00649]",5147.0,5,1,1,0,1.0
0,0.9999999,25,1,"(0.000309, 0.00134]",4300.0,2,0,0,0,1.0
0,0.071913822,52,0,"(0.00287, 0.00367]",8083.0,7,0,1,0,3.0
0,0.05189827,54,0,"(0.00134, 0.00214]",8020.0,6,0,2,0,0.0
0,0.7856300209999999,30,0,"(0.00287, 0.00367]",2763.0,7,0,0,0,0.0
0,0.0,79,0,"(-0.001, 0.000309]",2300.0,1,0,0,0,2.0
0,0.7057294270000001,37,1,"(0.00367, 0.00468]",6923.0,4,0,1,0,0.0
0,0.242144533,29,0,"(0.04, 12.67]",0.0,8,0,1,0,2.0
0,0.018594412,86,0,"(-0.001, 0.000309]",60000.0,3,0,0,0,0.0
0,0.0,44,0,"(0.00287, 0.00367]",5500.0,6,0,1,0,0.0
0,0.132057863,36,0,"(0.000309, 0.00134]",2500.0,5,0,0,0,2.0
1,0.733885463,49,2,"(0.00367, 0.00468]",8785.0,20,0,2,0,2.0
0,0.240773286,57,0,"(0.00287, 0.00367]",9900.0,15,0,1,0,0.0
0,0.253292703,63,0,"(0.00649, 0.04]",4950.0,15,0,1,0,0.0
0,0.8295605859999999,39,0,"(0.000309, 0.00134]",6000.0,5,0,0,0,4.0
0,0.00710024,37,0,"(0.00468, 0.00649]",5388.0,17,0,1,0,1.0
1,0.92704265,48,4,"(0.00367, 0.00468]",7300.0,7,0,2,2,1.0
0,0.377129671,70,0,"(0.00468, 0.00649]",7000.0,10,0,2,0,0.0
0,0.045998686,59,0,"(0.00468, 0.00649]",6350.0,9,0,1,0,2.0
0,0.032972084,74,0,"(0.00649, 0.04]",3400.0,20,0,2,0,3.0
0,0.237691929,43,0,"(0.00134, 0.00214]",4181.0,6,2,0,1,1.0
0,0.183395492,41,0,"(0.00214, 0.00287]",7000.0,21,0,2,0,0.0
0,0.0,80,0,"(-0.001, 0.000309]",5091.0,3,0,0,0,0.0
0,0.9999999,51,1,"(0.00214, 0.00287]",2970.0,3,0,0,0,0.0
0,0.034669727000000004,69,0,"(0.00134, 0.00214]",24990.0,15,0,3,0,0.0
0,0.021287498,59,0,"(-0.001, 0.000309]",3800.0,11,0,0,0,2.0
0,0.014453967,65,0,"(-0.001, 0.000309]",7938.0,10,0,0,0,0.0
0,0.969766966,49,2,"(0.00649, 0.04]",10833.0,8,0,3,0,1.0
1,0.9999999,33,1,"(0.00134, 0.00214]",6100.0,10,2,0,1,0.0
0,0.025299601,78,0,"(-0.001, 0.000309]",3200.0,7,0,0,0,0.0
0,0.058617116,37,0,"(0.00287, 0.00367]",20000.0,11,0,3,0,2.0
0,0.067203405,41,0,"(0.00214, 0.00287]",5000.0,10,0,0,0,0.0
0,0.185741959,30,0,"(0.00649, 0.04]",6667.0,14,0,1,0,1.0
0,0.15564072699999998,31,0,"(0.000309, 0.00134]",3333.0,3,0,0,0,0.0
0,0.006111011,55,0,"(0.00214, 0.00287]",4731.0,7,0,1,0,1.0
0,0.9999999,48,0,"(0.00649, 0.04]",3788.0,8,0,2,0,2.0
0,0.135174156,57,1,"(0.00367, 0.00468]",4100.0,11,0,1,0,0.0
0,0.840678963,32,0,"(0.00649, 0.04]",2785.0,9,0,2,0,0.0
0,0.230384808,65,0,"(0.00214, 0.00287]",2622.0,4,1,1,0,0.0
0,0.008287575,41,0,"(0.00367, 0.00468]",7000.0,7,0,2,0,2.0
0,0.0,68,0,"(0.00134, 0.00214]",10400.0,22,0,2,0,0.0
0,0.044837240999999986,87,0,"(0.00214, 0.00287]",4233.0,6,0,1,0,0.0
0,0.090480679,51,0,"(0.00134, 0.00214]",10000.0,8,0,1,0,1.0
0,0.020412385,46,0,"(0.000309, 0.00134]",8799.0,4,1,0,0,1.0
0,0.0,51,0,"(0.00134, 0.00214]",2000.0,8,0,0,0,0.0
0,0.0,42,0,"(0.00214, 0.00287]",17200.0,12,0,2,0,0.0
0,0.115022742,50,0,"(0.00468, 0.00649]",7600.0,12,0,1,0,2.0
1,0.737141429,57,1,"(0.00214, 0.00287]",10112.0,5,0,1,0,2.0
0,0.076340096,74,0,"(0.00287, 0.00367]",3333.0,6,0,1,0,0.0
0,0.0,59,0,"(0.00214, 0.00287]",4700.0,15,0,1,0,0.0
0,0.020805188,44,0,"(0.00649, 0.04]",1000.0,5,0,1,0,0.0
0,0.06789941299999999,57,0,"(0.000309, 0.00134]",2297.0,3,0,0,0,1.0
1,0.482462819,58,1,"(0.00468, 0.00649]",7850.0,14,1,2,0,1.0
0,0.204932217,55,0,"(0.00367, 0.00468]",2500.0,12,0,0,0,0.0
